INSEE,LIBGEO,DEP,REG,loypredm2_Maison2018,lwr.IPm2_Maison2018,upr.IPm2_Maison2018,loypredm2_Appart2018,lwr.IPm2_Appart2018,upr.IPm2_Appart2018
9312,La Tour-du-Crieu,9,76,7.166100099,5.507510042,9.324175579,8.940890357,6.817334813,11.72591967
9313,Tourtouse,9,76,6.322136878,4.86958604,8.207969706,8.680785881,7.308622899,10.31056665
9314,Tourtrol,9,76,6.240349935,4.794778329,8.121745083,8.267068784,6.315620096,10.82149104
9315,Trémoulet,9,76,6.240349935,4.794778329,8.121745083,8.940890357,6.817334813,11.72591967
9316,Troye-d'Ariège,9,76,6.297793655,4.386169546,9.042560829,8.267068784,6.315620096,10.82149104
9318,Unac,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9319,Unzent,9,76,6.240349935,4.794778329,8.121745083,8.940890357,6.817334813,11.72591967
9320,Urs,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9321,Ussat,9,76,6.121354727,4.16768355,8.990841854,7.744567823,5.375244138,11.15825239
9322,Ustou,9,76,5.788801436,3.980713041,8.418145624,7.599516359,5.273626271,10.9512214
9323,Vals,9,76,6.240349935,4.794778329,8.121745083,8.267068784,6.315620096,10.82149104
9324,Varilhes,9,76,6.892410339,5.242898505,9.060888787,8.782191974,6.719099227,11.4787553
9325,Vaychis,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9326,Vèbre,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9327,Ventenac,9,76,6.240349935,4.794778329,8.121745083,8.782191974,6.719099227,11.4787553
9328,Verdun,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9329,Vernajoul,9,76,6.938348252,5.275262588,9.125740314,7.526572927,5.401071873,10.48852919
9330,Vernaux,9,76,6.263161109,4.26349475,9.200711947,8.020453102,5.564839404,11.55966296
9331,Le Vernet,9,76,6.240349935,4.794778329,8.121745083,8.940890357,6.817334813,11.72591967
9332,Verniolle,9,76,6.240349935,4.794778329,8.121745083,8.782191974,6.719099227,11.4787553
9334,Vicdessos,9,76,5.979855683,4.115138421,8.68954342,8.020453102,5.564839404,11.55966296
9335,Villeneuve,9,76,5.788801436,3.980713041,8.418145624,7.599516359,5.273626271,10.9512214
9336,Villeneuve-d'Olmes,9,76,5.791386754,4.259682305,7.873864323,8.267068784,6.315620096,10.82149104
9338,Villeneuve-du-Latou,9,76,6.653719534,5.277776632,8.388377668,8.889775108,7.145148897,11.06038553
9339,Villeneuve-du-Paréage,9,76,6.240349935,4.794778329,8.121745083,8.940890357,6.817334813,11.72591967
9340,Vira,9,76,6.240349935,4.794778329,8.121745083,8.782191974,6.719099227,11.4787553
9341,Viviès,9,76,6.240349935,4.794778329,8.121745083,8.267068784,6.315620096,10.82149104
9342,Sainte-Suzanne,9,76,6.781315285,5.209597652,8.827214702,8.267068784,6.315620096,10.82149104
10002,Ailleville,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10003,Aix-Villemaur-Pâlis,10,44,6.792094388,5.48286969,8.413941746,9.331955067,7.099598718,12.2662405
10004,Allibaudières,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10005,Amance,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10006,Arcis-sur-Aube,10,44,6.646381806,5.033532054,8.776022609,7.837952484,5.881918551,10.44446614
10007,Arconville,10,44,5.312159508,3.993831675,7.065655473,7.245641948,5.391853114,9.736787358
10008,Argançon,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10009,Arrelles,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10010,Arrembécourt,10,44,6.285561876,4.759557578,8.300832053,7.496207877,5.793232797,9.699788444
10011,Arrentières,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10012,Arsonval,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10013,Assenay,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10014,Assencières,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10015,Aubeterre,10,44,6.979485954,5.510943036,8.839362678,7.496207877,5.793232797,9.699788444
10017,Aulnay,10,44,6.892734505,5.576410062,8.519780367,7.496207877,5.793232797,9.699788444
10018,Auxon,10,44,6.979485954,5.510943036,8.839362678,8.461500615,7.020047346,10.19893302
10019,Val-d'Auzon,10,44,6.801187393,5.157028659,8.969535174,7.245641948,5.391853114,9.736787358
10020,Avant-lès-Marcilly,10,44,7.588262778,5.774232603,9.972187812,7.760162328,5.812035522,10.36127862
10021,Avant-lès-Ramerupt,10,44,6.801187393,5.157028659,8.969535174,7.496207877,5.793232797,9.699788444
10022,Avirey-Lingey,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10023,Avon-la-Pèze,10,44,6.792094388,5.48286969,8.413941746,7.760162328,5.812035522,10.36127862
10024,Avreuil,10,44,5.653753788,4.364835333,7.323284718,8.461500615,7.020047346,10.19893302
10025,Bagneux-la-Fosse,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10026,Bailly-le-Franc,10,44,6.35258693,4.989552444,8.08797205,7.496207877,5.793232797,9.699788444
10027,Balignicourt,10,44,6.35258693,4.989552444,8.08797205,7.245641948,5.391853114,9.736787358
10028,Balnot-la-Grange,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10029,Balnot-sur-Laignes,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10030,Barberey-Saint-Sulpice,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10031,Barbuise,10,44,7.418657217,5.523785499,9.963543102,10.33809612,8.289561145,12.89286966
10032,Baroville,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10033,Bar-sur-Aube,10,44,5.926835288,4.474604338,7.850387181,6.243264063,4.56133276,8.545385353
10034,Bar-sur-Seine,10,44,5.976415105,4.622321147,7.727186487,6.455210935,4.913812285,8.480126182
10035,Bayel,10,44,5.926835288,4.474604338,7.850387181,7.245641948,5.391853114,9.736787358
10037,Bercenay-en-Othe,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10038,Bercenay-le-Hayer,10,44,6.792094388,5.48286969,8.413941746,8.615156066,6.595575024,11.25313771
10039,Bergères,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10040,Bernon,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10041,Bertignolles,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10042,Bérulle,10,44,7.588262778,5.774232603,9.972187812,8.615156066,6.595575024,11.25313771
10043,Bessy,10,44,6.340490469,4.867802505,8.258720306,7.496207877,5.793232797,9.699788444
10044,Bétignicourt,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10045,Beurey,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10046,Blaincourt-sur-Aube,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10047,Blignicourt,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10048,Bligny,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10049,Les Bordes-Aumont,10,44,7.517213395,6.112051047,9.245422984,6.537277543,4.960125711,8.615910193
10050,Bossancourt,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10051,Bouilly,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10052,Boulages,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10053,Bouranton,10,44,6.213621711,4.883591926,7.90588062,9.200762394,7.235966973,11.69906233
10054,Bourdenay,10,44,6.792094388,5.48286969,8.413941746,8.615156066,6.595575024,11.25313771
10055,Bourguignons,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10056,Bouy-Luxembourg,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10057,Bouy-sur-Orvin,10,44,7.588262778,5.774232603,9.972187812,7.760162328,5.812035522,10.36127862
10058,Bragelogne-Beauvoir,10,44,5.238666886,3.94406311,6.958212882,7.158192372,5.710384855,8.973076128
10059,Braux,10,44,6.892734505,5.576410062,8.519780367,7.245641948,5.391853114,9.736787358
10060,Bréviandes,10,44,8.273538659,6.724025222,10.18012867,10.23453186,7.867437984,13.31381864
10061,Brévonnes,10,44,6.801187393,5.157028659,8.969535174,7.245641948,5.391853114,9.736787358
10062,Briel-sur-Barse,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10063,Brienne-la-Vieille,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10064,Brienne-le-Château,10,44,5.988712044,4.706087444,7.620910655,5.560403917,4.199983965,7.361478517
10065,Brillecourt,10,44,6.892734505,5.576410062,8.519780367,6.755020218,5.218219638,8.744418847
10066,Bucey-en-Othe,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10067,Buchères,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10068,Buxeuil,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10069,Buxières-sur-Arce,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10070,Celles-sur-Ource,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10071,Chacenay,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10072,La Chaise,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10073,Chalette-sur-Voire,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10074,Chamoy,10,44,6.979485954,5.510943036,8.839362678,6.755980935,5.272752756,8.656441996
10075,Champfleury,10,44,6.340490469,4.867802505,8.258720306,6.925328583,5.142365931,9.326480577
10076,Champignol-lez-Mondeville,10,44,5.312159508,3.993831675,7.065655473,7.245641948,5.391853114,9.736787358
10077,Champigny-sur-Aube,10,44,6.05409912,4.612971681,7.945445731,6.755020218,5.218219638,8.744418847
10078,Champ-sur-Barse,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10079,Channes,10,44,5.238666886,3.94406311,6.958212882,7.158192372,5.710384855,8.973076128
10080,Chaource,10,44,5.653753788,4.364835333,7.323284718,6.203917511,4.711435392,8.169186093
10081,La Chapelle-Saint-Luc,10,44,8.893777554,7.159602057,11.04799939,7.622758591,5.530486493,10.50657092
10082,Chapelle-Vallon,10,44,6.340490469,4.867802505,8.258720306,7.496207877,5.793232797,9.699788444
10083,Chappes,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10084,Charmont-sous-Barbuise,10,44,6.801187393,5.157028659,8.969535174,9.200762394,7.235966973,11.69906233
10085,Charmoy,10,44,7.588262778,5.774232603,9.972187812,8.615156066,6.595575024,11.25313771
10086,Charny-le-Bachot,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10087,Chaserey,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10089,Châtres,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10090,Chauchigny,10,44,6.799559219,5.412561474,8.541982534,7.496207877,5.793232797,9.699788444
10091,Chaudrey,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10092,Chauffour-lès-Bailly,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10093,Chaumesnil,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10094,Chavanges,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10095,Le Chêne,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10096,Chennegy,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10097,Chervey,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10098,Chesley,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10099,Chessy-les-Prés,10,44,5.653753788,4.364835333,7.323284718,8.461500615,7.020047346,10.19893302
10100,Clérey,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10101,Coclois,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10102,Colombé-la-Fosse,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10103,Colombé-le-Sec,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10104,Cormost,10,44,7.517213395,6.112051047,9.245422984,6.537277543,4.960125711,8.615910193
10105,Courcelles-sur-Voire,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10106,Courceroy,10,44,7.418657217,5.523785499,9.963543102,10.33809612,8.289561145,12.89286966
10107,Coursan-en-Othe,10,44,6.979485954,5.510943036,8.839362678,6.755980935,5.272752756,8.656441996
10108,Courtaoult,10,44,5.653753788,4.364835333,7.323284718,6.755980935,5.272752756,8.656441996
10109,Courtenot,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10110,Courteranges,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10111,Courteron,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10112,Coussegrey,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10113,Couvignon,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10114,Crancey,10,44,6.340490469,4.867802505,8.258720306,7.781038115,5.936233583,10.19915293
10115,Creney-près-Troyes,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10116,Crésantignes,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10117,Crespy-le-Neuf,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10118,Les Croûtes,10,44,5.653753788,4.364835333,7.323284718,8.461500615,7.020047346,10.19893302
10119,Cunfin,10,44,5.238666886,3.94406311,6.958212882,7.102600197,5.377852038,9.380497866
10120,Cussangy,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10121,Dampierre,10,44,6.892734505,5.576410062,8.519780367,6.755020218,5.218219638,8.744418847
10122,Davrey,10,44,5.653753788,4.364835333,7.323284718,6.755980935,5.272752756,8.656441996
10123,Dienville,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10124,Dierrey-Saint-Julien,10,44,6.979485954,5.510943036,8.839362678,8.615156066,6.595575024,11.25313771
10125,Dierrey-Saint-Pierre,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10126,Dolancourt,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10127,Dommartin-le-Coq,10,44,6.892734505,5.576410062,8.519780367,6.755020218,5.218219638,8.744418847
10128,Donnement,10,44,6.892734505,5.576410062,8.519780367,7.496207877,5.793232797,9.699788444
10129,Dosches,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10130,Dosnon,10,44,6.892734505,5.576410062,8.519780367,6.755020218,5.218219638,8.744418847
10131,Droupt-Saint-Basle,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10132,Droupt-Sainte-Marie,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10133,Eaux-Puiseaux,10,44,5.653753788,4.364835333,7.323284718,6.755980935,5.272752756,8.656441996
10134,Échemines,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10135,Éclance,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10136,Éguilly-sous-Bois,10,44,6.213621711,4.883591926,7.90588062,6.537277543,4.960125711,8.615910193
10137,Engente,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10138,Épagne,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10139,Épothémont,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10140,Ervy-le-Châtel,10,44,5.653753788,4.364835333,7.323284718,6.755980935,5.272752756,8.656441996
10141,Essoyes,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10142,Estissac,10,44,7.083255591,5.714602597,8.779702336,8.615156066,6.595575024,11.25313771
10143,Étourvy,10,44,5.312159508,3.993831675,7.065655473,7.158192372,5.710384855,8.973076128
10144,Étrelles-sur-Aube,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10145,Faux-Villecerf,10,44,6.792094388,5.48286969,8.413941746,8.615156066,6.595575024,11.25313771
10146,Fay-lès-Marcilly,10,44,7.588262778,5.774232603,9.972187812,8.615156066,6.595575024,11.25313771
10147,Fays-la-Chapelle,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10148,Ferreux-Quincey,10,44,6.792094388,5.48286969,8.413941746,7.644005584,5.821627313,10.03685366
10149,Feuges,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10150,Fontaine,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10151,Fontaine-les-Grès,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10153,Fontaine-Mâcon,10,44,7.588262778,5.774232603,9.972187812,7.760162328,5.812035522,10.36127862
10154,Fontenay-de-Bossery,10,44,7.588262778,5.774232603,9.972187812,7.760162328,5.812035522,10.36127862
10155,Fontette,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10156,Fontvannes,10,44,6.979485954,5.510943036,8.839362678,8.615156066,6.595575024,11.25313771
10157,La Fosse-Corduan,10,44,6.792094388,5.48286969,8.413941746,7.760162328,5.812035522,10.36127862
10158,Fouchères,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10159,Fralignes,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10160,Fravaux,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10161,Fresnay,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10162,Fresnoy-le-Château,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10163,Fuligny,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10164,Gélannes,10,44,6.799559219,5.412561474,8.541982534,7.760162328,5.812035522,10.36127862
10165,Géraudot,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10166,Les Grandes-Chapelles,10,44,6.340490469,4.867802505,8.258720306,6.925328583,5.142365931,9.326480577
10167,Grandville,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10168,Les Granges,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10169,Gumery,10,44,7.588262778,5.774232603,9.972187812,10.33809612,8.289561145,12.89286966
10170,Gyé-sur-Seine,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10171,Hampigny,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10172,Herbisse,10,44,6.05409912,4.612971681,7.945445731,6.755020218,5.218219638,8.744418847
10173,Isle-Aumont,10,44,7.517213395,6.112051047,9.245422984,6.537277543,4.960125711,8.615910193
10174,Isle-Aubigny,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10175,Jasseines,10,44,6.892734505,5.576410062,8.519780367,7.496207877,5.793232797,9.699788444
10176,Jaucourt,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10177,Javernant,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10178,Jessains,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10179,Jeugny,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10180,Joncreuil,10,44,6.35258693,4.989552444,8.08797205,7.496207877,5.793232797,9.699788444
10181,Jully-sur-Sarce,10,44,5.976415105,4.622321147,7.727186487,7.245641948,5.391853114,9.736787358
10182,Juvancourt,10,44,5.312159508,3.993831675,7.065655473,7.245641948,5.391853114,9.736787358
10183,Juvanzé,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10184,Juzanvigny,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10185,Lagesse,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10186,Laines-aux-Bois,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10187,Landreville,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10188,Lantages,10,44,5.653753788,4.364835333,7.323284718,7.245641948,5.391853114,9.736787358
10189,Lassicourt,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10190,Laubressel,10,44,6.213621711,4.883591926,7.90588062,9.200762394,7.235966973,11.69906233
10191,Lavau,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10192,Lentilles,10,44,6.35258693,4.989552444,8.08797205,7.496207877,5.793232797,9.699788444
10193,Lesmont,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10194,Lévigny,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10195,Lhuître,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10196,Lignières,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10197,Lignol-le-Château,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10198,Lirey,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10199,Loches-sur-Ource,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10200,La Loge-aux-Chèvres,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10201,La Loge-Pomblin,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10202,Les Loges-Margueron,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10203,Longchamp-sur-Aujon,10,44,5.926835288,4.474604338,7.850387181,7.245641948,5.391853114,9.736787358
10204,Longeville-sur-Mogne,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10205,Longpré-le-Sec,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10206,Longsols,10,44,6.801187393,5.157028659,8.969535174,7.245641948,5.391853114,9.736787358
10207,Longueville-sur-Aube,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10208,La Louptière-Thénard,10,44,7.588262778,5.774232603,9.972187812,10.13637991,8.221954533,12.49656602
10209,Lusigny-sur-Barse,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10210,Luyères,10,44,6.801187393,5.157028659,8.969535174,9.200762394,7.235966973,11.69906233
10211,Macey,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10212,Machy,10,44,6.979485954,5.510943036,8.839362678,6.537277543,4.960125711,8.615910193
10213,Magnant,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10214,Magnicourt,10,44,6.285561876,4.759557578,8.300832053,7.496207877,5.793232797,9.699788444
10215,Magny-Fouchard,10,44,5.524899844,4.225400525,7.224053225,7.245641948,5.391853114,9.736787358
10216,Mailly-le-Camp,10,44,7.094628821,5.335643483,9.433493499,6.755020218,5.218219638,8.744418847
10217,Maison-des-Champs,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10218,Maisons-lès-Chaource,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10219,Maisons-lès-Soulaines,10,44,5.524899844,4.225400525,7.224053225,5.68531728,4.289642274,7.535088127
10220,Maizières-la-Grande-Paroisse,10,44,6.799559219,5.412561474,8.541982534,7.760162328,5.812035522,10.36127862
10221,Maizières-lès-Brienne,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10222,Maraye-en-Othe,10,44,6.979485954,5.510943036,8.839362678,8.615156066,6.595575024,11.25313771
10223,Marcilly-le-Hayer,10,44,6.792094388,5.48286969,8.413941746,8.615156066,6.595575024,11.25313771
10224,Marigny-le-Châtel,10,44,6.799559219,5.412561474,8.541982534,7.760162328,5.812035522,10.36127862
10225,Marnay-sur-Seine,10,44,7.588262778,5.774232603,9.972187812,7.760162328,5.812035522,10.36127862
10226,Marolles-lès-Bailly,10,44,7.517213395,6.112051047,9.245422984,7.245641948,5.391853114,9.736787358
10227,Marolles-sous-Lignières,10,44,6.738463185,5.42623728,8.368024425,8.461500615,7.020047346,10.19893302
10228,Mathaux,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10229,Maupas,10,44,7.517213395,6.112051047,9.245422984,6.537277543,4.960125711,8.615910193
10230,Mergey,10,44,6.340490469,4.867802505,8.258720306,9.200762394,7.235966973,11.69906233
10231,Le Mériot,10,44,7.418657217,5.523785499,9.963543102,10.33809612,8.289561145,12.89286966
10232,Merrey-sur-Arce,10,44,5.238666886,3.94406311,6.958212882,6.537277543,4.960125711,8.615910193
10233,Méry-sur-Seine,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10234,Mesgrigny,10,44,6.799559219,5.412561474,8.541982534,6.925328583,5.142365931,9.326480577
10235,Mesnil-la-Comtesse,10,44,6.05409912,4.612971681,7.945445731,6.755020218,5.218219638,8.744418847
10236,Mesnil-Lettre,10,44,6.646381806,5.033532054,8.776022609,6.755020218,5.218219638,8.744418847
10237,Mesnil-Saint-Loup,10,44,6.792094388,5.48286969,8.413941746,8.615156066,6.595575024,11.25313771
10238,Mesnil-Saint-Père,10,44,6.213621711,4.883591926,7.90588062,5.68531728,4.289642274,7.535088127
10239,Mesnil-Sellières,10,44,6.213621711,4.883591926,7.90588062,9.200762394,7.235966973,11.69906233
10240,Messon,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
10241,Metz-Robert,10,44,5.653753788,4.364835333,7.323284718,6.537277543,4.960125711,8.615910193
10242,Meurville,10,44,6.213621711,4.883591926,7.90588062,7.245641948,5.391853114,9.736787358
10243,Molins-sur-Aube,10,44,6.285561876,4.759557578,8.300832053,7.245641948,5.391853114,9.736787358
10245,Montaulin,10,44,7.517213395,6.112051047,9.245422984,9.200762394,7.235966973,11.69906233
10246,Montceaux-lès-Vaudes,10,44,7.517213395,6.112051047,9.245422984,6.537277543,4.960125711,8.615910193
10247,Montfey,10,44,5.653753788,4.364835333,7.323284718,6.755980935,5.272752756,8.656441996
10248,Montgueux,10,44,6.979485954,5.510943036,8.839362678,9.200762394,7.235966973,11.69906233
